ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Site_name_8,Latitude_8,Longitude_8,Coordinate_source_8,Admin2_1,Admin1_1,Admin0,Publication_year,Source_1,Source_2
416,1,2008,2,2008,Nasua nasua,wild mammal (excluding rodents/bats/primates),alternative host,31,17,0.548387097,Positive in one serological test,Brazil,point,Nhumirim ranch,-18.98333,-56.65,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Alves, F. M. et al. Modulating variables of Trypanosoma cruzi and Trypanosoma evansi Transmission in free-ranging coati (Nasua nasua) from the Brazilian Pantanal Region. Vector Borne Zoonotic Dis. 11, 835-841 (2011).",
417,5,2008,6,2008,Nasua nasua,wild mammal (excluding rodents/bats/primates),alternative host,9,9,1,Positive in one serological test,Brazil,point,Nhumirim ranch,-18.98333,-56.65,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Alves, F. M. et al. Modulating variables of Trypanosoma cruzi and Trypanosoma evansi Transmission in free-ranging coati (Nasua nasua) from the Brazilian Pantanal Region. Vector Borne Zoonotic Dis. 11, 835-841 (2011).",
418,9,2008,9,2008,Nasua nasua,wild mammal (excluding rodents/bats/primates),alternative host,16,11,0.6875,Positive in one serological test,Brazil,point,Nhumirim ranch,-18.98333,-56.65,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Alves, F. M. et al. Modulating variables of Trypanosoma cruzi and Trypanosoma evansi Transmission in free-ranging coati (Nasua nasua) from the Brazilian Pantanal Region. Vector Borne Zoonotic Dis. 11, 835-841 (2011).",
419,1,2009,2,2009,Nasua nasua,wild mammal (excluding rodents/bats/primates),alternative host,34,17,0.5,Positive in one serological test,Brazil,point,Nhumirim ranch,-18.98333,-56.65,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Alves, F. M. et al. Modulating variables of Trypanosoma cruzi and Trypanosoma evansi Transmission in free-ranging coati (Nasua nasua) from the Brazilian Pantanal Region. Vector Borne Zoonotic Dis. 11, 835-841 (2011).",
420,,,,,Canis familiaris,domestic mammals,alternative host,262,20,0.076335878,Positive in two independent serological tests,Mexico,point,Campeche,19.83015,-90.53492,Google Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Ucan Balan, L. et al. Higher seroprevalence of Trypanosoma cruzi infection in dogs than in humans in an urban area of Campeche, Mexico. Vector Borne Zoonotic Dis. 11, 843-844 (2011).",
422,,2007,,2007,Canis familiaris,domestic mammals,alternative host,42,10,0.238095238,Positive in two independent serological tests,Panama,point,Las Pavas,9.10417,-79.88583,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Pineda, V. et al. Prevalence of trypanosome infections in dogs from Chagas disease endemic regions in Panama, Central America. Vet. Parasitol. 178, 360-363 (2011).",
423,,2007,,2007,Canis familiaris,domestic mammals,alternative host,57,1,0.01754386,Positive in two independent serological tests,Panama,point,Lagartera Grande,9.15473,-79.88822,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Pineda, V. et al. Prevalence of trypanosome infections in dogs from Chagas disease endemic regions in Panama, Central America. Vet. Parasitol. 178, 360-363 (2011).",
424,,2002,,2008,Felis catus,domestic mammals,alternative host,57,22,0.385964912,Positive in three independent serological tests,Argentina,points,Amama,-27.21039,-63.04229,Google Earth,Pampa de Indio,-26.05013,-59.94294,Google Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Sartor, P. A., Cardinal, M. V., Orozco, M. M., Guertler, R. E. & Leguizamon, M. S. Trans-sialidase neutralizing antibody detection in Trypanosoma cruzi-infected domestic reservoirs.  Clin. Vaccine Immunol. 18, 984-989 (2011).",
425,,2002,,2008,Canis familiaris,domestic mammals,alternative host,199,68,0.341708543,Positive in three independent serological tests,Argentina,points,Amama & Pampa de Indio,-27.21039,-63.04229,Google Earth,Pampa de Indio,-26.05013,-59.94294,Google Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Sartor, P. A., Cardinal, M. V., Orozco, M. M., Guertler, R. E. & Leguizamon, M. S. Trans-sialidase neutralizing antibody detection in Trypanosoma cruzi-infected domestic reservoirs.  Clin. Vaccine Immunol. 18, 984-989 (2011).",
430,,2008,,2008,Canis familiaris,domestic mammals,alternative host,6,0,0,Positive in two independent serological tests,Mexico,point,Revelado,18.56056,-100.07389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
432,,2008,,2008,Canis familiaris,domestic mammals,alternative host,6,2,0.333333333,Positive in two independent serological tests,Mexico,point,Corral de Piedras,18.57028,-100.23694,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
434,,2008,,2008,Canis familiaris,domestic mammals,alternative host,1,0,0,Positive in two independent serological tests,Mexico,point,Cuadrilla de Flores,18.63333,-100.23694,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
436,,2008,,2008,Canis familiaris,domestic mammals,alternative host,4,0,0,Positive in two independent serological tests,Mexico,point,La Parota,18.44833,-100.24722,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
438,,2008,,2008,Canis familiaris,domestic mammals,alternative host,4,2,0.5,Positive in two independent serological tests,Mexico,point,Pueblo Nuevo,18.64306,-100.12278,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
440,,2008,,2008,Canis familiaris,domestic mammals,alternative host,9,2,0.222222222,Positive in two independent serological tests,Mexico,point,Miraveles,18.65417,-100.21056,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
442,,2008,,2008,Canis familiaris,domestic mammals,alternative host,4,2,0.5,Positive in two independent serological tests,Mexico,point,Cerro de los Cacahuates,18.73333,-100.3575,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
444,,2008,,2008,Canis familiaris,domestic mammals,alternative host,8,5,0.625,Positive in two independent serological tests,Mexico,point,Mango Matuz,18.68722,-100.43445,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
446,,2008,,2008,Canis familiaris,domestic mammals,alternative host,8,4,0.5,Positive in two independent serological tests,Mexico,point,San Jose del Palmar,18.66472,-100.37,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
448,,2008,,2008,Canis familiaris,domestic mammals,alternative host,10,0,0,Positive in two independent serological tests,Mexico,point,Las Ciebas,18.66556,-100.43944,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
450,,2008,,2008,Canis familiaris,domestic mammals,alternative host,4,0,0,Positive in two independent serological tests,Mexico,point,Hormigueros,18.87694,-100.38028,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
452,,2008,,2008,Canis familiaris,domestic mammals,alternative host,9,3,0.333333333,Positive in two independent serological tests,Mexico,point,Palos Prietos,18.86389,-100.42556,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
454,,2008,,2008,Canis familiaris,domestic mammals,alternative host,9,2,0.222222222,Positive in two independent serological tests,Mexico,point,Plaza de Gallos,18.84611,-100.2375,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
456,,2008,,2008,Canis familiaris,domestic mammals,alternative host,4,1,0.25,Positive in two independent serological tests,Mexico,point,Ojo de Agua,18.94556,-100.13083,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
458,,2008,,2008,Canis familiaris,domestic mammals,alternative host,11,1,0.090909091,Positive in two independent serological tests,Mexico,point,Mina de Agua,19.02222,-100.03028,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
459,,2008,,2008,Canis familiaris,domestic mammals,alternative host,5,1,0.2,Positive in two independent serological tests,Mexico,point,Carboneras,19.05611,-100.00806,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Barbabosa-Pliego, A. et al. Prevalence of Trypanosoma cruzi in dogs (Canis familiaris) and triatomines during 2008 in a sanitary region of the state of Mexico, Mexico. Vector Borne Zoonotic Dis. 11, 151-156 (2011).",
503,10,2002,7,2005,Leontopithecus rosalia,non-human primate,alternative host,138,43,0.311594203,Positive in one serological test,Brazil,points,Poco das Antas & Reintroduction farms,-22.525,-42.28333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Monteiro, R. V., Dietz, J. M. & Jansen, A. M. The impact of concomitant infections by Trypanosoma cruzi and intestinal helminths on the health of wild golden and golden-headed lion tamarins. Res. Vet. Sci. 89, 27-35 (2010).",
504,10,2002,7,2005,Leontopithecus chrysomelas,non-human primate,alternative host,68,53,0.779411765,Positive in one serological test,Brazil,point,Una Biological Reserve,-15.16667,-39.08333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Monteiro, R. V., Dietz, J. M. & Jansen, A. M. The impact of concomitant infections by Trypanosoma cruzi and intestinal helminths on the health of wild golden and golden-headed lion tamarins. Res. Vet. Sci. 89, 27-35 (2010).",
505,2,2004,2,2004,Hydrochoerus hydrochaeris,rodent,alternative host,9,0,0,Positive in one serological test,Brazil,polygon,Cordeiropolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11118,,,2010,"Valadas, S., Gennari, S. M., Yai, L. E. O., Rosypal, A. C. & Lindsay, D. S. Prevalence of antibodies to Trypanosoma curzi, Leishmania infantum, Encephalitozoon cuniculi, Sarcocystis Neurona and Neospora caninum in capyabra, Hydrochoerus hydrochaeris, from Sao Paulo State, Brazil.  J. Parasitol. 96, 521-524 (2010).","Gennari, S. M. (2015) personal communication"
506,6,2005,6,2005,Hydrochoerus hydrochaeris,rodent,alternative host,7,0,0,Positive in one serological test,Brazil,polygon,Valparaiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11611,,,2010,"Valadas, S., Gennari, S. M., Yai, L. E. O., Rosypal, A. C. & Lindsay, D. S. Prevalence of antibodies to Trypanosoma curzi, Leishmania infantum, Encephalitozoon cuniculi, Sarcocystis Neurona and Neospora caninum in capyabra, Hydrochoerus hydrochaeris, from Sao Paulo State, Brazil.  J. Parasitol. 96, 521-524 (2010).","Gennari, S. M. (2015) personal communication"
507,9,2005,9,2005,Hydrochoerus hydrochaeris,rodent,alternative host,10,0,0,Positive in one serological test,Brazil,polygon,Andradina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11002,,,2010,"Valadas, S., Gennari, S. M., Yai, L. E. O., Rosypal, A. C. & Lindsay, D. S. Prevalence of antibodies to Trypanosoma curzi, Leishmania infantum, Encephalitozoon cuniculi, Sarcocystis Neurona and Neospora caninum in capyabra, Hydrochoerus hydrochaeris, from Sao Paulo State, Brazil.  J. Parasitol. 96, 521-524 (2010).","Gennari, S. M. (2015) personal communication"
508,2,2006,2,2006,Hydrochoerus hydrochaeris,rodent,alternative host,15,1,0.066666667,Positive in one serological test,Brazil,polygon,Cosmorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11123,,,2010,"Valadas, S., Gennari, S. M., Yai, L. E. O., Rosypal, A. C. & Lindsay, D. S. Prevalence of antibodies to Trypanosoma curzi, Leishmania infantum, Encephalitozoon cuniculi, Sarcocystis Neurona and Neospora caninum in capyabra, Hydrochoerus hydrochaeris, from Sao Paulo State, Brazil.  J. Parasitol. 96, 521-524 (2010).","Gennari, S. M. (2015) personal communication"
509,4,2004,4,2004,Hydrochoerus hydrochaeris,rodent,alternative host,9,2,0.222222222,Positive in one serological test,Brazil,polygon,Sao Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11543,,,2010,"Valadas, S., Gennari, S. M., Yai, L. E. O., Rosypal, A. C. & Lindsay, D. S. Prevalence of antibodies to Trypanosoma curzi, Leishmania infantum, Encephalitozoon cuniculi, Sarcocystis Neurona and Neospora caninum in capyabra, Hydrochoerus hydrochaeris, from Sao Paulo State, Brazil.  J. Parasitol. 96, 521-524 (2010).","Gennari, S. M. (2015) personal communication"
510,3,2005,3,2005,Hydrochoerus hydrochaeris,rodent,alternative host,13,2,0.153846154,Positive in one serological test,Brazil,polygon,Ribeirao Preto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11468,,,2010,"Valadas, S., Gennari, S. M., Yai, L. E. O., Rosypal, A. C. & Lindsay, D. S. Prevalence of antibodies to Trypanosoma curzi, Leishmania infantum, Encephalitozoon cuniculi, Sarcocystis Neurona and Neospora caninum in capyabra, Hydrochoerus hydrochaeris, from Sao Paulo State, Brazil.  J. Parasitol. 96, 521-524 (2010).","Gennari, S. M. (2015) personal communication"
538,1,2009,12,2009,Canis familiaris,domestic mammals,alternative host,35,12,0.342857143,Positive in two independent serological tests,Mexico,point,Merida,20.9823,-89.62262,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Jimenez-Coello, M., Guzman-Marin, E., Ortega-Pacheco, A. & Acosta-Viana, K. Y. Serological survey of American Trypanosomiasis in dogs and their owners from an urban area of Merida Yucatan, Mexico. Transbound. Emerg. Dis. 57, 33-36 (2010).","Acosta-Viana, K.Y. (2015) personal communication"
541,1,2007,6,2007,Canis familiaris,domestic mammals,alternative host,224,10,0.044642857,Positive in one serological test,Mexico,point,Tuxtla Gutierrez,16.75877,-93.10818,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Jimenez-Coello, M. et al. Stray dogs as reservoirs of the zoonotic agents Leptospira interrogans, Trypanosoma cruzi, and Aspergillus spp. in an urban area of Chiapas in Southern Mexico. Vector Borne Zoonotic Dis. 10, 135-141 (2010).","Acosta-Viana, K.Y. (2015) personal communication"
542,,,,,Canis familiaris,domestic mammals,alternative host,67,3,0.044776119,Positive in one serological test,Grenada,polygon,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2010,"Rosypal, A. C. et al. Seroprevalence of canine Leishmaniasis and American Trypanosomiasis in dogs from Grenada, West Indies.  J. Parasitol. 96, 228-229 (2010).",
596,,2006,,2006,Rattus rattus,rodent,alternative host,44,10,0.227272727,Positive in genetic test,Chile,point,Calera de Tango,-33.62961,-70.76822,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Galuppo, S. et al. Predominance of Trypanosoma cruzi genotypes in two reservoirs infected by sylvatic Triatoma infestans of an endemic area of Chile. Acta Tropica 111, 90-93 (2009).",
597,,2006,,2006,Phyllotis darwini,rodent,alternative host,4,1,0.25,Positive in genetic test,Chile,point,Calera de Tango,-33.62961,-70.76822,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Galuppo, S. et al. Predominance of Trypanosoma cruzi genotypes in two reservoirs infected by sylvatic Triatoma infestans of an endemic area of Chile. Acta Tropica 111, 90-93 (2009).",
598,,2006,,2006,Octodon degus,rodent,alternative host,60,8,0.133333333,Positive in genetic test,Chile,point,Calera de Tango,-33.62961,-70.76822,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Galuppo, S. et al. Predominance of Trypanosoma cruzi genotypes in two reservoirs infected by sylvatic Triatoma infestans of an endemic area of Chile. Acta Tropica 111, 90-93 (2009).",
599,6,1999,11,2001,Tolypeutes matacus,wild mammal (excluding rodents/bats/primates),alternative host,9,0,0,Positive in one serological test,Bolivia,point,Cerro Cortado field camp,-19.53554,-62.3183,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Deem, S. L. et al. Health assessment of free-ranging three-banded (Tolypeutes matacus) and nine-banded (Dasypus novemcinctus) armadillos in the Gran Chaco, Bolivia. J. Zoo Wildl. Med. 40, 245-256 (2009).",
600,6,2000,11,2001,Dasypus novemcinctus,wild mammal (excluding rodents/bats/primates),alternative host,9,2,0.222222222,Positive in one serological test,Bolivia,point,Paraboca,-19.29213,-62.50137,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Deem, S. L. et al. Health assessment of free-ranging three-banded (Tolypeutes matacus) and nine-banded (Dasypus novemcinctus) armadillos in the Gran Chaco, Bolivia. J. Zoo Wildl. Med. 40, 245-256 (2009).",
601,2,2004,1,2005,Didelphis albiventris,marsupial,alternative host,179,0,0,Hemoculture or xenodiagnosis,Argentina,polygon,Exaltacion de la Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4419,,,2009,"Perez Carusi, L. C., Farace, M. I., Ribicich, M. M. & Gomez Villafane, I. E. Reproduction and parasitology of Didelphis albiventris (Didelphimorphia) in an agroecosystem landscape in central Argentina. Mammalia 73, 89-97 (2009).",
609,1,2006,12,2006,Canis familiaris,domestic mammals,alternative host,243,35,0.144032922,Positive in two independent serological tests,Mexico,point,Merida,20.97942,-89.62004,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Jimenez-Coello, M. et al. American Trypanosomiasis in dogs from an urban and rural area of Yucatan, Mexico. Vector Borne Zoonotic Dis. 8, 755-761 (2008).","Acosta-Viana, K.Y. (2015) personal communication"
610,1,2006,12,2006,Canis familiaris,domestic mammals,alternative host,102,10,0.098039216,Positive in two independent serological tests,Mexico,point,Tunkas,20.90248,-88.75098,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Jimenez-Coello, M. et al. American Trypanosomiasis in dogs from an urban and rural area of Yucatan, Mexico. Vector Borne Zoonotic Dis. 8, 755-761 (2008).","Acosta-Viana, K.Y. (2015) personal communication"
