ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Admin2_1,Admin2_2,Admin2_3,Admin2_4,Admin2_5,Admin1_1,Admin1_2,Admin1_3,Public_year,Source_1,Source_2
6029,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,22,1,0.045454545,Direct examination,Brazil,polygon,Pedrinópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8446,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6030,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Pedrinópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8446,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6031,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Pedrinópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8446,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6032,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,4,0,0,Direct examination,Brazil,polygon,Pedrinópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8446,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6033,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,10,1,0.1,Direct examination,Brazil,polygon,Perdizes municipality,,,,,,,,,,,,,,,,,,,,,,,,8452,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6034,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,5,0,0,Direct examination,Brazil,polygon,Perdizes municipality,,,,,,,,,,,,,,,,,,,,,,,,8452,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6035,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,15,0,0,Direct examination,Brazil,polygon,Perdizes municipality,,,,,,,,,,,,,,,,,,,,,,,,8452,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6036,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,4,0,0,Direct examination,Brazil,polygon,Perdões municipality,,,,,,,,,,,,,,,,,,,,,,,,8453,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6037,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,5,0,0,Direct examination,Brazil,polygon,Perdões municipality,,,,,,,,,,,,,,,,,,,,,,,,8453,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6038,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Perdões municipality,,,,,,,,,,,,,,,,,,,,,,,,8453,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6039,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Piedade do Rio Grande municipality,,,,,,,,,,,,,,,,,,,,,,,,8459,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6040,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Piedade do Rio Grande municipality,,,,,,,,,,,,,,,,,,,,,,,,8459,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6041,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Piedade do Rio Grande municipality,,,,,,,,,,,,,,,,,,,,,,,,8459,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6042,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,14,0,0,Direct examination,Brazil,polygon,Piedade dos Gerais municipality,,,,,,,,,,,,,,,,,,,,,,,,8460,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6043,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,16,0,0,Direct examination,Brazil,polygon,Piedade dos Gerais municipality,,,,,,,,,,,,,,,,,,,,,,,,8460,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6044,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,12,0,0,Direct examination,Brazil,polygon,Piedade dos Gerais municipality,,,,,,,,,,,,,,,,,,,,,,,,8460,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6045,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Piedade dos Gerais municipality,,,,,,,,,,,,,,,,,,,,,,,,8460,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6046,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Piedade dos Gerais municipality,,,,,,,,,,,,,,,,,,,,,,,,8460,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6047,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,6,0,0,Direct examination,Brazil,polygon,Pimenta municipality,,,,,,,,,,,,,,,,,,,,,,,,8461,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6048,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,9,0,0,Direct examination,Brazil,polygon,Pimenta municipality,,,,,,,,,,,,,,,,,,,,,,,,8461,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6049,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Pimenta municipality,,,,,,,,,,,,,,,,,,,,,,,,8461,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6050,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Pimenta municipality,,,,,,,,,,,,,,,,,,,,,,,,8461,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6051,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,45,1,0.022222222,Direct examination,Brazil,polygon,Piracema municipality,,,,,,,,,,,,,,,,,,,,,,,,8464,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6052,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,51,3,0.058823529,Direct examination,Brazil,polygon,Piracema municipality,,,,,,,,,,,,,,,,,,,,,,,,8464,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6053,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,85,4,0.047058824,Direct examination,Brazil,polygon,Piracema municipality,,,,,,,,,,,,,,,,,,,,,,,,8464,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6054,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,17,1,0.058823529,Direct examination,Brazil,polygon,Piracema municipality,,,,,,,,,,,,,,,,,,,,,,,,8464,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6055,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Pitangui municipality,,,,,,,,,,,,,,,,,,,,,,,,8472,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6056,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Pitangui municipality,,,,,,,,,,,,,,,,,,,,,,,,8472,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6057,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,7,0,0,Direct examination,Brazil,polygon,Pitangui municipality,,,,,,,,,,,,,,,,,,,,,,,,8472,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6058,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,14,0,0,Direct examination,Brazil,polygon,Piumhi municipality,,,,,,,,,,,,,,,,,,,,,,,,8473,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6059,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,42,6,0.142857143,Direct examination,Brazil,polygon,Piumhi municipality,,,,,,,,,,,,,,,,,,,,,,,,8473,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6060,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Piumhi municipality,,,,,,,,,,,,,,,,,,,,,,,,8473,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6061,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,11,0,0,Direct examination,Brazil,polygon,Piumhi municipality,,,,,,,,,,,,,,,,,,,,,,,,8473,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6062,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,94,0,0,Direct examination,Brazil,polygon,Piumhi municipality,,,,,,,,,,,,,,,,,,,,,,,,8473,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6063,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,14,0,0,Direct examination,Brazil,polygon,Poço Fundo municipality,,,,,,,,,,,,,,,,,,,,,,,,8475,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6064,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,46,4,0.086956522,Direct examination,Brazil,polygon,Poço Fundo municipality,,,,,,,,,,,,,,,,,,,,,,,,8475,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6065,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,18,0,0,Direct examination,Brazil,polygon,Poço Fundo municipality,,,,,,,,,,,,,,,,,,,,,,,,8475,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6066,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,9,0,0,Direct examination,Brazil,polygon,Poço Fundo municipality,,,,,,,,,,,,,,,,,,,,,,,,8475,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6067,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,9,0,0,Direct examination,Brazil,polygon,Poço Fundo municipality,,,,,,,,,,,,,,,,,,,,,,,,8475,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6068,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Pompéu municipality,,,,,,,,,,,,,,,,,,,,,,,,8478,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6069,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,9,0,0,Direct examination,Brazil,polygon,Ponte Nova municipality,,,,,,,,,,,,,,,,,,,,,,,,8479,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6070,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Ponte Nova municipality,,,,,,,,,,,,,,,,,,,,,,,,8479,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6071,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Ponte Nova municipality,,,,,,,,,,,,,,,,,,,,,,,,8479,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6072,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,13,4,0.307692308,Direct examination,Brazil,polygon,Poté municipality,,,,,,,,,,,,,,,,,,,,,,,,8484,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6073,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,18,5,0.277777778,Direct examination,Brazil,polygon,Poté municipality,,,,,,,,,,,,,,,,,,,,,,,,8484,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6074,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,16,5,0.3125,Direct examination,Brazil,polygon,Poté municipality,,,,,,,,,,,,,,,,,,,,,,,,8484,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6075,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,25,1,0.04,Direct examination,Brazil,polygon,Poté municipality,,,,,,,,,,,,,,,,,,,,,,,,8484,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6076,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,19,2,0.105263158,Direct examination,Brazil,polygon,Poté municipality,,,,,,,,,,,,,,,,,,,,,,,,8484,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6077,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Prados municipality,,,,,,,,,,,,,,,,,,,,,,,,8487,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6078,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Prados municipality,,,,,,,,,,,,,,,,,,,,,,,,8487,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6079,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,14,0,0,Direct examination,Brazil,polygon,Pratápolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8489,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6080,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Pratápolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8489,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6081,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Pratápolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8489,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6082,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,5,0,0,Direct examination,Brazil,polygon,Pratápolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8489,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6083,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Pratápolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8489,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6084,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,4,0,0,Direct examination,Brazil,polygon,Pratinha municipality,,,,,,,,,,,,,,,,,,,,,,,,8490,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6085,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Pratinha municipality,,,,,,,,,,,,,,,,,,,,,,,,8490,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6086,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Pratinha municipality,,,,,,,,,,,,,,,,,,,,,,,,8490,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6087,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,32,0,0,Direct examination,Brazil,polygon,Pratinha municipality,,,,,,,,,,,,,,,,,,,,,,,,8490,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6088,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Presidente Juscelino municipality,,,,,,,,,,,,,,,,,,,,,,,,8492,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6089,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Presidente Juscelino municipality,,,,,,,,,,,,,,,,,,,,,,,,8492,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6090,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,11,0,0,Direct examination,Brazil,polygon,Presidente Kubitschek municipality,,,,,,,,,,,,,,,,,,,,,,,,8493,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6091,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,19,0,0,Direct examination,Brazil,polygon,Presidente Kubitschek municipality,,,,,,,,,,,,,,,,,,,,,,,,8493,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6092,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,7,0,0,Direct examination,Brazil,polygon,Presidente Kubitschek municipality,,,,,,,,,,,,,,,,,,,,,,,,8493,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6093,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,11,0,0,Direct examination,Brazil,polygon,Presidente Olegário municipality,,,,,,,,,,,,,,,,,,,,,,,,8494,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6094,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,3,0,0,Direct examination,Brazil,polygon,Presidente Olegário municipality,,,,,,,,,,,,,,,,,,,,,,,,8494,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6095,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,6,0,0,Direct examination,Brazil,polygon,Presidente Olegário municipality,,,,,,,,,,,,,,,,,,,,,,,,8494,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6096,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,8,0,0,Direct examination,Brazil,polygon,Presidente Olegário municipality,,,,,,,,,,,,,,,,,,,,,,,,8494,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6097,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,15,11,0.733333333,Direct examination,Brazil,polygon,Raul Soares municipality,,,,,,,,,,,,,,,,,,,,,,,,8499,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6098,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,18,10,0.555555556,Direct examination,Brazil,polygon,Raul Soares municipality,,,,,,,,,,,,,,,,,,,,,,,,8499,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6099,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,6,3,0.5,Direct examination,Brazil,polygon,Raul Soares municipality,,,,,,,,,,,,,,,,,,,,,,,,8499,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6100,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,7,1,0.142857143,Direct examination,Brazil,polygon,Raul Soares municipality,,,,,,,,,,,,,,,,,,,,,,,,8499,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6101,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,5,0,0,Direct examination,Brazil,polygon,Resende Costa municipality,,,,,,,,,,,,,,,,,,,,,,,,8502,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6102,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,42,0,0,Direct examination,Brazil,polygon,Resende Costa municipality,,,,,,,,,,,,,,,,,,,,,,,,8502,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6103,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,5,0,0,Direct examination,Brazil,polygon,Resende Costa municipality,,,,,,,,,,,,,,,,,,,,,,,,8502,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6104,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Resende Costa municipality,,,,,,,,,,,,,,,,,,,,,,,,8502,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6105,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,9,0,0,Direct examination,Brazil,polygon,Resende Costa municipality,,,,,,,,,,,,,,,,,,,,,,,,8502,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6106,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,8,0,0,Direct examination,Brazil,polygon,Ribeirão das Neves municipality,,,,,,,,,,,,,,,,,,,,,,,,8507,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6107,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,1,1,1,Direct examination,Brazil,polygon,Ribeirão das Neves municipality,,,,,,,,,,,,,,,,,,,,,,,,8507,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6108,,2011,,2011,Panstrongylus megistus,Panstrongylus,vector,2,0,0,Direct examination,Brazil,polygon,Ribeirão das Neves municipality,,,,,,,,,,,,,,,,,,,,,,,,8507,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6109,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Ribeirão Vermelho municipality,,,,,,,,,,,,,,,,,,,,,,,,8508,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6110,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Rio Casca municipality,,,,,,,,,,,,,,,,,,,,,,,,8510,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6111,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,7,1,0.142857143,Direct examination,Brazil,polygon,Rio Casca municipality,,,,,,,,,,,,,,,,,,,,,,,,8510,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6112,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,4,1,0.25,Direct examination,Brazil,polygon,Rio do Prado municipality,,,,,,,,,,,,,,,,,,,,,,,,8511,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6113,,2009,,2009,Panstrongylus megistus,Panstrongylus,vector,16,1,0.0625,Direct examination,Brazil,polygon,Rio Doce municipality,,,,,,,,,,,,,,,,,,,,,,,,8512,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6114,,2008,,2008,Panstrongylus megistus,Panstrongylus,vector,13,7,0.538461538,Direct examination,Brazil,polygon,Rio Doce municipality,,,,,,,,,,,,,,,,,,,,,,,,8512,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6115,,2007,,2007,Panstrongylus megistus,Panstrongylus,vector,1,0,0,Direct examination,Brazil,polygon,Rio Doce municipality,,,,,,,,,,,,,,,,,,,,,,,,8512,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
6116,,2010,,2010,Panstrongylus megistus,Panstrongylus,vector,8,1,0.125,Direct examination,Brazil,polygon,Rio Doce municipality,,,,,,,,,,,,,,,,,,,,,,,,8512,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
