"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-88.1047385394378,13.7755100347987,"Morazan","Direct examination",NA,1,"GAUL1_1191","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-88.1047385394378,13.7755100347987,"Morazan","Direct examination",NA,1,"GAUL1_1191","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-88.1047385394378,13.7755100347987,"Morazan","Direct examination",NA,1,"GAUL1_1191","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-87.8878476300021,13.5233130760432,"La Union","Direct examination",NA,1,"GAUL1_1190","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-87.8878476300021,13.5233130760432,"La Union","Direct examination",NA,1,"GAUL1_1190","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-87.8878476300021,13.5233130760432,"La Union","Direct examination",NA,1,"GAUL1_1190","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-87.8878476300021,13.5233130760432,"La Union","Direct examination",NA,1,"GAUL1_1190","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Colombia",2008,-73.5151996386876,6.67507352772914,"Santandar","Positive in two independent serological tests",NA,1,"GAUL1_961","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Colombia",2008,-73.5363623159886,9.51655192953311,"Cesar","Positive in two independent serological tests",NA,1,"GAUL1_945","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Colombia",2008,-75.5910037273297,6.90955793863488,"Antioquila","Positive in two independent serological tests",NA,1,"GAUL1_935","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Colombia",2008,-74.5123061229296,8.7105579654119,"Bolivar","Positive in two independent serological tests",NA,1,"GAUL1_938","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-53.0914346215827,-3.99437953101055,"Para","Positive in two independent serological tests",NA,1,"GAUL1_678","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
